Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Post Code,Latitude,Longitude,Nearest Waste Site,Nearest Site Category,Distance,Within 45 Mins?
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RTE01,CHELTENHAM GENERAL HOSPITAL,GL53 7AN,51.892128,-2.071875,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,46.5 km,Yes
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RTE03,GLOUCESTER ROYAL HOSPITAL,GL1 3NN,51.866386,-2.232069,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,50.7 km,Yes
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RTE07,"VICTORIA WAREHOUSE, GLOUCESTER",GL1 2EL,51.863587,-2.250876,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,55.1 km,Yes
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RTE23,CIRENCESTER HOSPITAL,GL7 1UY,51.712109,-1.975629,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,22.6 km,Yes
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RTE27,STROUD MATERNITY HOSPITAL,GL5 2JB,51.742298,-2.208853,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,51.4 km,Yes
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RTE57,THIRLESTAINE BREAST CENTRE,GL53 7AS,51.888479,-2.069864,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,45.9 km,Yes
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RTE83,HEREFORD COUNTY HOSPITAL,HR1 2ER,52.058529,-2.707776,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,95.0 km,No
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RTE93,CINDERFORD DIALYSIS UNIT ,GL14 3JE,51.836843,-2.512554,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,79.6 km,No
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RTEORS,OTHER REPORTABLE SITES,GL53 7AG,51.89105,-2.070522,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,46.2 km,Yes
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,Z9N4I,SANDFORD EDUCATION CENTRE,GL53 7PX,51.89239,-2.069405,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,46.3 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ01,CHARLTON LANE,GL53 9DZ,51.881059,-2.073674,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,45.0 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ02,WOTTON LAWN,GL1 3PX,51.865641,-2.226895,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,50.4 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ03,GLOUCESTERSHIRE ROYAL HOSPITAL,GL1 3NN,51.866386,-2.232069,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,50.7 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ04,STROUD GENERAL HOSPITAL,GL5 2HY,51.743027,-2.208132,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,51.3 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ07,"AVON HOUSE, TEWKESBURY",GL20 5SJ,51.991786,-2.160028,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,64.5 km,No
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ0A,PULLMAN PLACE,GL1 3NF,51.866796,-2.238317,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,51.0 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ13,"HONEYBOURNE, CHELTENHAM",GL51 9EZ,51.907063,-2.082947,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,46.5 km,No
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ16,FAIRFORD HOSPITAL,GL7 4BB,51.708117,-1.778169,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,21.7 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ21,CIRENCESTER HOSPITAL,GL7 1UY,51.712109,-1.975629,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,22.6 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ25,CIRENCESTER MEMORIAL CENTRE,GL7 1RQ,51.715021,-1.971516,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,22.7 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ29,NORTH COTSWOLD HOSPITAL,GL56 0DS,51.983564,-1.705946,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,56.2 km,No
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ31,COLLIERS COURT,GL14 2QA,51.825753,-2.490344,Severn Road Resource Recovery Centre - Energy from Waste Facility,Incineration,47.3 km,No
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ33,WEAVERS CROFT,GL5 2HZ,51.742718,-2.209883,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,51.2 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ42,VALE COMMUNITY HOSPITAL,GL11 4BA,51.688047,-2.353364,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,38.4 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ44,EDWARD JENNER COURT,GL3 4AW,51.844174,-2.177447,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,47.3 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ50,"ACORN HOUSE, GLOUCESTER",GL1 3PX,51.865641,-2.226895,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,50.4 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ54,BERKELEY HOUSE (FORMERLY HOLLYBROOK),GL5 4SA,51.746403,-2.247676,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,49.5 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ72,BROWNHILL CLINIC,GL50 4BW,51.906714,-2.081493,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,46.6 km,No
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ75,PARK HOUSE DAY CENTRE,GL5 2JG,51.739532,-2.206725,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,40.8 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ87,TEWKESBURY GENERAL HOSPITAL,GL20 5QN,51.992156,-2.152471,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,64.1 km,No
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ99,THE RIKENEL,GL1 1LY,51.860426,-2.244687,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,54.8 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQAD,INDEPENDENT LIVING CENTRE,GL51 0BY,51.91492,-2.106907,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,54.2 km,No
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQB2,GEORGE MOORE COMMUNITY CLINIC,GL54 2AZ,51.886317,-1.75678,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,45.9 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQBA,SOUTHGATE MOORINGS,GL1 2DB,51.862997,-2.24929,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,55.2 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQDK,INVISTA,GL3 4HP,51.84574,-2.164258,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,43.8 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQG1,LAUREL HOUSE CHELTENHAM,GL50 4NB,,,N/A,N/A,0,N/A
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQORS,OTHER REPORTABLE SITES,GL1 1LY,51.860426,-2.244687,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,54.8 km,Yes
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,Y4W1S,FOREST OF DEAN COMMUNITY HOSPITAL,GL14 3HY,51.832843,-2.508315,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,80.0 km,No
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,Y9H5T,FIVE VALLEYS,GL5 3BS,51.745679,-2.218457,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,50.4 km,Yes
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,I0J7G,BRISTOL CENTRE FOR ENABLEMENT,BS34 5BW,51.527544,-2.59108,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,9.4 km,Yes
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RVJ01,SOUTHMEAD HOSPITAL,BS10 5NB,51.494806,-2.591016,Severn Road Resource Recovery Centre - Energy from Waste Facility,Incineration,8.8 km,Yes
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RVJ06,SOUTH BRISTOL RENAL UNIT,BS4 1WH,51.428745,-2.596291,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,15.8 km,Yes
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RVJ20,FRENCHAY HOSPITAL,BS16 1LE,51.496597,-2.528419,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,20.3 km,Yes
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RVJ21,COSSHAM HOSPITAL,BS15 1LF,51.468886,-2.516121,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,24.0 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN2A,HILLVIEW,BA1 3QE,51.388601,-2.392311,Frome Clinical Waste Treatment Plant and Transfer Station,Treatment,23.1 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN2E,BATH NHS HOUSE,BA1 3QE,51.388601,-2.392311,Frome Clinical Waste Treatment Plant and Transfer Station,Treatment,23.1 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3F,PETHERTON,BS14 9BP,51.421786,-2.56325,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,17.5 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3L,"1 COLSTON FORT, MONTAGUE PLACE, BRISTOL",BS6 5UB,51.461383,-2.598285,Clinipower Avonmouth L L P,Treatment,9.7 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3N,SOUTHMEAD,BS10 5NB,51.494806,-2.591016,Severn Road Resource Recovery Centre - Energy from Waste Facility,Incineration,8.8 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3Q,BLACKBERRY HILL,BS16 2EW,51.483143,-2.538834,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,23.1 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4B,LONG FOX,BS23 4TQ,51.322331,-2.971405,Walpole Recovery Facility and Landfill Site - EPR/BK6785IE,Landfill,23.0 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4M,ELMHAM WAY,BS24 7AY,51.352893,-2.913617,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,26.2 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4N,COAST RESOURCE CENTRE,BS24 7FY,51.356362,-2.911633,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,26.4 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4Q,WINDMILL HOUSE,BS21 6UJ,51.42194,-2.849513,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,17.7 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN51,KINGSWOOD CIVIC CENTRE,BS15 9TR,,,N/A,N/A,0,N/A
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN5J,WHITTUCKS ROAD,BS15 3HY,51.443583,-2.512008,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,28.9 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN6A,GREEN LANE,SN10 5DS,51.339146,-1.981296,Lower Compton Landfill EPR/BU5801ID,Landfill,13.7 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN8A,SANDALWOOD COURT,SN3 4WF,51.588064,-1.747763,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,3.8 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN9A,FOUNTAIN WAY,SP2 7EP,51.073371,-1.810376,Churchfields Depot,Treatment,1.9 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNCE,VICTORIA CENTRE,SN3 6BW,51.538805,-1.725917,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,6.8 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNCM,CHATSWORTH HOUSE,SN1 4BA,51.552854,-1.779357,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,3.9 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNDF,RIVERSIDE BRISTOL,BS16 1EG,51.484598,-2.537367,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,23.2 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNEL,SPEEDWELL CENTRE,BS5 7TJ,51.469053,-2.534982,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,25.5 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNEQ,CALLINGTON ROAD HOSPITAL,BS4 5BJ,51.431264,-2.557556,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,17.4 km,Yes
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNORS,OTHER REPORTABLE SITES,SN15 1GG,51.468373,-2.108278,Sand's Farm Facility,Treatment,13.9 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,Q2A7P,BROOKLAND HALL,BS2 9RU,51.466587,-2.575506,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,24.5 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV05,BIDEFORD AND DISTRICT HOSPITAL (ABBOTSVALE),EX39 3AG,51.017812,-4.212783,Exeter City Council M R F,Treatment,76.9 km,No
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV0C,JASMINE LODGE,EX2 5AG,50.714357,-3.506421,Exeter City Council M R F,Treatment,4.8 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV12,NORTH DEVON DISTRICT HOSPITAL,EX31 4JB,51.092166,-4.050455,Exeter City Council M R F,Treatment,95.2 km,No
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV16,"CHADWELL CENTRE, PAIGNTON",TQ3 2DW,50.44906,-3.554547,Heathfield Landfill EPR/BV7028IP,Landfill,18.9 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV25,BRIARS CREATIVE THERAPY SERVICE,EX2 9JD,50.705317,-3.542302,Exeter City Council M R F,Treatment,1.5 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV27,NEW LEAF,EX6 8AB,50.681103,-3.50612,Exeter City Council M R F,Treatment,5.1 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV28,COMPASS HOUSE,EX2 4TL,50.720932,-3.515359,Exeter City Council M R F,Treatment,3.5 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV29,TIVERTON HOSPITAL,EX16 6NT,50.909397,-3.492982,Exeter City Council M R F,Treatment,47.7 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV40,SHERBOURNE HOUSE,TQ12 2PF,50.531471,-3.608785,Heathfield Landfill EPR/BV7028IP,Landfill,5.8 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV52,ST. JOHNS COURT,EX8 4DD,50.631351,-3.391989,Exeter City Council M R F,Treatment,24.6 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV55,TORBAY HOSPITAL,TQ2 7AA,50.482303,-3.553819,Heathfield Landfill EPR/BV7028IP,Landfill,14.1 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV62,WONFORD HOUSE HOSPITAL,EX2 5AF,50.715384,-3.506312,Exeter City Council M R F,Treatment,5.2 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV70,LANGDON HOSPITAL,EX7 0NR,50.599657,-3.468191,Exeter City Council M R F,Treatment,17.6 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV88,HAYDONS COURT (THE BUNGALOW),EX14 2DE,50.794917,-3.186587,South West Waste Recovery Facility,Treatment,2.4 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV93,THE CEDARS (EXETER),EX2 5SN,50.715336,-3.504441,Exeter City Council M R F,Treatment,5.8 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV94,HOSPITAL LANE - ASU (WHIPTON),EX1 3PQ,50.73178,-3.482409,Exeter City Council M R F,Treatment,8.8 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV98,FRANKLYN HOSPITAL SITE,EX2 9HS,50.712399,-3.549433,Exeter City Council M R F,Treatment,2.4 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWVFT,CAMHS LIAISON (EVERGREEN HOUSE),EX2 4NU,50.718023,-3.514982,Exeter City Council M R F,Treatment,3.8 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWVJK-X,PICU - THE JUNIPERS,EX2 5AG,50.714357,-3.506421,Exeter City Council M R F,Treatment,4.8 km,Yes
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWVMZ,N DEVON SECTOR B (NMP) - WEST PILTON OFFICES,EX31 1QL,51.091224,-4.055925,Exeter City Council M R F,Treatment,95.3 km,No
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWVORS,OTHER REPORTABLE SITES,EX2 5AF,50.715384,-3.506312,Exeter City Council M R F,Treatment,5.2 km,Yes
